"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge_1","NES_cat"
"1","ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_HIGH_IGM_RESPONDERS_3DY_7D_DN",0.0490196078431373,0.190643274853801,0.287857117255149,0.765542570759673,1.47869058248015,6,"TBX21,KLRB1,NKG7,KLRD1","Up"
"2","CAO_BLOOD_FLUMIST_AGE_05_14YO_CORRELATED_WITH_H3N2_VN_TITER_7DY_POSITIVE",0.00129245269326661,0.0158629604537797,0.45505986738723,-0.862155215874206,-1.79667812863562,9,"OASL,OAS1,OAS2,RSAD2,IFITM3,IFIT1,IFIT3","Down"
"3","CAO_BLOOD_FLUZONE_AGE_05_14YO_CORRELATED_WITH_H3N1_HI_TITER_1DY_POSITIVE",0.0109687552771224,0.0765903982938025,0.380730400722792,-0.859122708076934,-1.66969323668605,6,"OASL,ISG15,IFI44L,IFIT1,IFIT3","Down"
"4","COLE_BLOOD_FLUMIST_QUADRIVALENT_AGE_03_17YO_7DY_UP",0.0484273348906601,0.189922540443371,0.321775918075361,-0.840565876906361,-1.54259668662431,5,"MX1,IFI6,IFIT3,TNFSF10","Down"
"5","ERWIN_COHEN_BLOOD_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_UP",2.63891075043853e-06,9.98254508733714e-05,0.627256739718528,-0.571424586342308,-1.99161873583724,106,"IFI27,OASL,OAS1,ANKRD22,CEACAM1,ISG15,MX1,RTP4,ISG20,IFI6,IL1RN,DDX60,EPSTI1,ETV7,SAMD9,MX2,LY6E,OAS3,IFI44L,OAS2,RSAD2,USP18,XAF1,SAMD9L,DDX60L,IRF7,BATF2,TNFAIP6,TOR1B,IFITM1,PML,PARP12,GBP4,HERC6,STAT1,IFIH1,LAMP3,PARP9,IFIT1,TREX1,LGALS9,IFIT3,TNFSF13B,TNFSF10,UBE2L6,EIF2AK2,IFI35,SP140","Down"
"6","ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_DN",0.0454171484630623,0.183402416677373,0.321775918075361,0.525782675712591,1.48867978059348,28,"ITM2A,SGK1,TP53INP1,STEAP4,CAMK1D,GRAMD1C,ABAT,CEP68,RRAGD,FCER1A,THBD,DPY19L3,STXBP5,FRY","Up"
"7","ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_7DY_UP",1.98278037610103e-07,1.20257935369104e-05,0.690132458796796,-0.66654611564984,-2.20044639491688,70,"IFI27,OASL,OAS1,ISG15,MX1,RTP4,IFI6,IL1RN,DDX60,EPSTI1,ETV7,SAMD9,MX2,LY6E,OAS3,IFI44L,OAS2,RSAD2,USP18,XAF1,SAMD9L,DDX60L,IRF7,TNFAIP6,TOR1B,IFITM1,PARP12,HERC6,IFIH1,LAMP3,PARP9,IFIT1,TRIM14,IFIT3,TNFSF10,UBE2L6,EIF2AK2,IFI35","Down"
"8","ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_NAIVE_NOT_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP",0.0159488205907072,0.098332208275566,0.352487857583619,-0.553177871406834,-1.59691422898472,35,"OAS1,OAS3,OAS2,XAF1,SAMD9L,HSH2D,IRF7,STAT1,IFIH1,IFNE,CCL7,LAMP3,TLR3,TNFSF10,EIF2AK2","Down"
"9","ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_RESPONDERS_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_UP",0.00161012115634112,0.0186217116440693,0.45505986738723,-0.648062184801773,-1.80784140944791,31,"OAS1,OAS3,OAS2,CCRL2,XAF1,SAMD9L,HSH2D,IRF7,NOD2,LYN,IFIH1,CD68,TLR3,TNFSF10,EIF2AK2","Down"
"10","FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_DN",0.000371833346470125,0.0060990023119125,0.49849310876659,-0.416214784868251,-1.60287099928487,233,"LYZ,PPARG,CLDN23,KCNN4,IL1R2,KCNE3,DHRS9,GPR35,CST6,CAPG,LGALS3,TNFRSF21,SLC16A3,ABCC3,S100A4,FBP1,S100A11,S100A6,ASPHD1,IL1RN,MMP9,SPINT1,S100A10,CA2,IFI30,SH3BGRL3,ABCG1,METTL7B,ANXA4,ANXA2,SLC44A1,IGSF6,TMBIM1,RPS6KA1,APOC1,CTSS,INF2,SPP1,GREM1,NT5E,LIMS1,RHOC,TPM4,PLA2G7,IGF2BP2,CLIP2,AVPI1,TSPO,MYOF,PTPRE,CAPN2,VIPR1,ANXA1,ANXA11,NEK6,ITGAM,PDGFRB,NUMB,ANXA5","Down"
